station_name,datetime,FDOM_QSU,Conductivity_mS_m,pH,Temp_C,Turbidity_NTU
Malselva - loggestasjon,2021-08-19T16:00:00Z,NA,7.065,7.677,12.9,19.27
Malselva - loggestasjon,2021-08-19T17:00:00Z,NA,6.946,7.662,12.92,19.33
Malselva - loggestasjon,2021-08-19T18:00:00Z,NA,6.833,7.679,12.91,18.32
Malselva - loggestasjon,2021-08-19T19:00:00Z,NA,6.789,7.659,12.85,22.4
Malselva - loggestasjon,2021-08-19T20:00:00Z,NA,6.802,7.65,12.77,19.11
Malselva - loggestasjon,2021-08-19T21:00:00Z,NA,6.76,7.541,12.67,23.27
Malselva - loggestasjon,2021-08-19T22:00:00Z,NA,6.65,7.543,12.5,22.72
Malselva - loggestasjon,2021-08-19T23:00:00Z,NA,6.575,7.47,12.36,23.54
Malselva - loggestasjon,2021-08-20T00:00:00Z,NA,6.595,7.503,12.29,22.41
Malselva - loggestasjon,2021-08-20T01:00:00Z,NA,6.606,7.494,12.26,24.07
Malselva - loggestasjon,2021-08-20T02:00:00Z,NA,6.612,7.496,12.24,NA
Malselva - loggestasjon,2021-08-20T03:00:00Z,NA,6.548,7.482,12.19,25.86
Malselva - loggestasjon,2021-08-20T04:00:00Z,NA,6.541,7.452,12.16,25.09
Malselva - loggestasjon,2021-08-20T05:00:00Z,NA,6.505,7.404,12.12,25.46
Malselva - loggestasjon,2021-08-20T06:00:00Z,NA,6.47,7.45,12.08,24.64
Malselva - loggestasjon,2021-08-20T07:00:00Z,NA,6.462,7.505,12.05,25.96
Malselva - loggestasjon,2021-08-20T08:00:00Z,NA,6.501,7.501,12.03,24.34
Malselva - loggestasjon,2021-08-20T09:00:00Z,NA,6.535,7.526,12.01,25.51
Malselva - loggestasjon,2021-08-20T10:00:00Z,NA,6.533,7.536,11.95,10.85
Malselva - loggestasjon,2021-08-20T11:00:00Z,NA,6.519,7.551,11.93,12.66
Malselva - loggestasjon,2021-08-20T12:00:00Z,NA,6.496,7.581,11.93,15.59
Malselva - loggestasjon,2021-08-20T13:00:00Z,NA,6.454,7.582,11.94,13.66
Malselva - loggestasjon,2021-08-20T14:00:00Z,NA,6.464,7.533,11.97,12.44
Malselva - loggestasjon,2021-08-20T15:00:00Z,NA,6.403,7.579,11.96,13.08
Malselva - loggestasjon,2021-08-20T16:00:00Z,NA,6.347,7.583,11.95,13.01
Malselva - loggestasjon,2021-08-20T17:00:00Z,NA,6.293,7.551,11.91,13.47
Malselva - loggestasjon,2021-08-20T18:00:00Z,NA,6.303,7.566,11.89,12.82
Malselva - loggestasjon,2021-08-20T19:00:00Z,NA,6.271,7.471,11.82,13.35
Malselva - loggestasjon,2021-08-20T20:00:00Z,NA,6.288,7.498,11.76,12.62
Malselva - loggestasjon,2021-08-20T21:00:00Z,NA,6.215,7.5,11.67,11.63
Malselva - loggestasjon,2021-08-20T22:00:00Z,NA,6.187,7.511,11.57,13.13
Malselva - loggestasjon,2021-08-20T23:00:00Z,NA,6.2,7.51,11.48,13.15
Malselva - loggestasjon,2021-08-21T00:00:00Z,NA,6.213,7.499,11.42,8.52
Malselva - loggestasjon,2021-08-21T01:00:00Z,NA,6.239,7.47,11.32,12.04
Malselva - loggestasjon,2021-08-21T02:00:00Z,NA,6.254,7.485,11.28,12.97
Malselva - loggestasjon,2021-08-21T03:00:00Z,NA,6.287,7.501,11.24,12.02
Malselva - loggestasjon,2021-08-21T04:00:00Z,NA,6.289,7.482,11.17,12.24
Malselva - loggestasjon,2021-08-21T05:00:00Z,NA,6.271,7.466,11.11,11.88
Malselva - loggestasjon,2021-08-21T06:00:00Z,NA,6.24,7.465,11.05,12.29
Malselva - loggestasjon,2021-08-21T07:00:00Z,NA,6.215,7.461,11.04,12.6
Malselva - loggestasjon,2021-08-21T08:00:00Z,NA,6.279,7.47,11.1,12.72
Malselva - loggestasjon,2021-08-21T09:00:00Z,NA,6.159,7.51,11.06,13.32
Malselva - loggestasjon,2021-08-21T10:00:00Z,NA,6.223,7.524,11.11,13.49
Malselva - loggestasjon,2021-08-21T11:00:00Z,NA,6.139,7.535,11.19,13.27
Malselva - loggestasjon,2021-08-21T12:00:00Z,NA,6.156,7.558,11.28,14.59
Malselva - loggestasjon,2021-08-21T13:00:00Z,NA,6.1,7.549,11.29,15.89
Malselva - loggestasjon,2021-08-21T14:00:00Z,NA,6.085,7.537,11.26,14.05
Malselva - loggestasjon,2021-08-21T15:00:00Z,NA,6.088,7.544,11.25,16.16
Malselva - loggestasjon,2021-08-21T16:00:00Z,NA,6.098,7.564,11.33,13.8
Malselva - loggestasjon,2021-08-21T17:00:00Z,NA,6.047,7.571,11.24,15.25
Malselva - loggestasjon,2021-08-21T18:00:00Z,NA,6.076,7.543,11.22,15.9
Malselva - loggestasjon,2021-08-21T19:00:00Z,NA,6.084,7.48,11.11,13.83
Malselva - loggestasjon,2021-08-21T20:00:00Z,NA,6.092,7.488,11.02,13.63
Malselva - loggestasjon,2021-08-21T21:00:00Z,NA,6.105,7.488,10.96,15.37
Malselva - loggestasjon,2021-08-21T22:00:00Z,NA,6.101,7.493,10.83,15.77
Malselva - loggestasjon,2021-08-21T23:00:00Z,NA,6.062,7.504,10.7,15.67
Malselva - loggestasjon,2021-08-22T00:00:00Z,NA,6.049,7.49,10.62,15.44
Malselva - loggestasjon,2021-08-22T01:00:00Z,NA,6.013,7.529,10.56,15.78
Malselva - loggestasjon,2021-08-22T02:00:00Z,NA,6.022,7.497,10.51,16.21
Malselva - loggestasjon,2021-08-22T03:00:00Z,NA,6.051,7.477,10.49,16.95
Malselva - loggestasjon,2021-08-22T04:00:00Z,NA,6.085,7.468,10.46,14.99
Malselva - loggestasjon,2021-08-22T05:00:00Z,NA,6.14,7.457,10.43,14.29
Malselva - loggestasjon,2021-08-22T06:00:00Z,NA,6.176,7.465,10.42,13.28
Malselva - loggestasjon,2021-08-22T07:00:00Z,NA,6.208,7.46,10.39,15.1
Malselva - loggestasjon,2021-08-22T08:00:00Z,NA,6.233,7.467,10.37,14.77
Malselva - loggestasjon,2021-08-22T09:00:00Z,NA,6.227,7.513,10.42,13.64
Malselva - loggestasjon,2021-08-22T10:00:00Z,NA,6.191,7.514,10.43,14.67
Malselva - loggestasjon,2021-08-22T11:00:00Z,NA,6.198,7.536,10.5,14.8
Malselva - loggestasjon,2021-08-22T12:00:00Z,NA,6.192,7.507,10.54,15.48
Malselva - loggestasjon,2021-08-22T13:00:00Z,NA,6.165,7.537,10.57,15.16
Malselva - loggestasjon,2021-08-22T14:00:00Z,NA,6.16,7.566,10.59,14.6
Malselva - loggestasjon,2021-08-22T15:00:00Z,NA,6.151,7.574,10.57,11.67
Malselva - loggestasjon,2021-08-22T16:00:00Z,NA,6.148,7.531,10.56,16.5
Malselva - loggestasjon,2021-08-22T17:00:00Z,NA,6.13,7.536,10.55,16.09
Malselva - loggestasjon,2021-08-22T18:00:00Z,NA,6.06,7.522,10.49,15.38
Malselva - loggestasjon,2021-08-22T19:00:00Z,NA,5.998,7.529,10.42,15.95
Malselva - loggestasjon,2021-08-22T20:00:00Z,NA,6.002,7.543,10.34,15.07
Malselva - loggestasjon,2021-08-22T21:00:00Z,NA,6.003,7.523,10.27,14.73
Malselva - loggestasjon,2021-08-22T22:00:00Z,NA,5.983,7.506,10.18,14.2
Malselva - loggestasjon,2021-08-22T23:00:00Z,NA,5.978,7.496,10.13,14.86
Malselva - loggestasjon,2021-08-23T00:00:00Z,NA,5.953,7.466,10.06,15.37
Malselva - loggestasjon,2021-08-23T01:00:00Z,NA,5.945,7.499,9.98,15.8
Malselva - loggestasjon,2021-08-23T02:00:00Z,NA,5.953,7.513,9.94,15.74
Malselva - loggestasjon,2021-08-23T03:00:00Z,NA,5.977,7.513,9.88,16.67
Malselva - loggestasjon,2021-08-23T04:00:00Z,NA,6.017,7.47,9.83,14.72
Malselva - loggestasjon,2021-08-23T05:00:00Z,NA,6.041,7.515,9.8,17.32
Malselva - loggestasjon,2021-08-23T06:00:00Z,NA,6.081,7.448,9.78,17.31
Malselva - loggestasjon,2021-08-23T07:00:00Z,NA,6.13,7.407,9.78,19.08
Malselva - loggestasjon,2021-08-23T08:00:00Z,NA,6.204,7.516,9.82,19.33
Malselva - loggestasjon,2021-08-23T09:00:00Z,NA,6.229,7.512,9.86,18.31
Malselva - loggestasjon,2021-08-23T10:00:00Z,NA,6.245,7.477,9.93,19.29
Malselva - loggestasjon,2021-08-23T11:00:00Z,NA,6.298,7.535,9.98,19.83
Malselva - loggestasjon,2021-08-23T12:00:00Z,NA,6.42,7.525,10.03,20.1
Malselva - loggestasjon,2021-08-23T13:00:00Z,NA,6.412,7.569,10.13,20.65
Malselva - loggestasjon,2021-08-23T14:00:00Z,NA,6.421,7.598,10.19,20.61
Malselva - loggestasjon,2021-08-23T15:00:00Z,NA,6.412,7.609,10.26,20.87
Malselva - loggestasjon,2021-08-23T16:00:00Z,NA,6.435,7.61,10.31,20.79
Malselva - loggestasjon,2021-08-23T17:00:00Z,NA,6.454,7.584,10.33,18.14
Malselva - loggestasjon,2021-08-23T18:00:00Z,NA,6.392,7.54,10.27,21.54
Malselva - loggestasjon,2021-08-23T19:00:00Z,NA,6.377,7.581,10.21,22.94
Malselva - loggestasjon,2021-08-23T20:00:00Z,NA,6.293,7.576,10.14,23.38
Malselva - loggestasjon,2021-08-23T21:00:00Z,NA,6.267,7.573,10.06,23.32
Malselva - loggestasjon,2021-08-23T22:00:00Z,NA,6.251,7.577,9.93,23.23
Malselva - loggestasjon,2021-08-23T23:00:00Z,NA,6.214,7.576,9.87,22.51
Malselva - loggestasjon,2021-08-24T00:00:00Z,NA,6.194,7.539,9.81,20.94
Malselva - loggestasjon,2021-08-24T01:00:00Z,NA,6.197,7.548,9.75,24.08
Malselva - loggestasjon,2021-08-24T02:00:00Z,NA,6.179,7.543,9.67,21.02
Malselva - loggestasjon,2021-08-24T03:00:00Z,NA,6.176,7.535,9.59,20.97
Malselva - loggestasjon,2021-08-24T04:00:00Z,NA,6.166,7.549,9.55,20.42
Malselva - loggestasjon,2021-08-24T05:00:00Z,NA,6.179,7.55,9.51,21.61
Malselva - loggestasjon,2021-08-24T06:00:00Z,NA,6.187,7.5,9.47,19.75
Malselva - loggestasjon,2021-08-24T07:00:00Z,NA,6.2,7.48,9.45,22
Malselva - loggestasjon,2021-08-24T08:00:00Z,NA,6.2,7.468,9.48,22.36
Malselva - loggestasjon,2021-08-24T09:00:00Z,NA,6.212,7.476,9.49,23.94
Malselva - loggestasjon,2021-08-24T10:00:00Z,NA,6.204,7.509,9.51,23.03
Malselva - loggestasjon,2021-08-24T11:00:00Z,NA,6.192,7.552,9.58,22.4
Malselva - loggestasjon,2021-08-24T12:00:00Z,NA,6.207,7.574,9.66,21.69
Malselva - loggestasjon,2021-08-24T13:00:00Z,NA,6.212,7.568,9.73,21.63
Malselva - loggestasjon,2021-08-24T14:00:00Z,NA,6.202,7.594,9.78,26.38
Malselva - loggestasjon,2021-08-24T15:00:00Z,NA,6.178,7.595,9.83,24.22
Malselva - loggestasjon,2021-08-24T16:00:00Z,NA,6.188,7.602,9.88,28.08
Malselva - loggestasjon,2021-08-24T17:00:00Z,NA,6.193,7.596,9.91,23.77
Malselva - loggestasjon,2021-08-24T18:00:00Z,NA,6.222,7.599,9.92,22.71
Malselva - loggestasjon,2021-08-24T19:00:00Z,NA,6.233,7.56,9.89,21.88
Malselva - loggestasjon,2021-08-24T20:00:00Z,NA,6.25,7.506,9.89,20.7
Malselva - loggestasjon,2021-08-24T21:00:00Z,NA,6.277,7.449,9.85,NA
Malselva - loggestasjon,2021-08-24T22:00:00Z,NA,6.368,7.482,9.86,20.53
Malselva - loggestasjon,2021-08-24T23:00:00Z,NA,6.311,7.478,9.83,18.2
Malselva - loggestasjon,2021-08-25T00:00:00Z,NA,6.289,7.471,9.79,18.75
Malselva - loggestasjon,2021-08-25T01:00:00Z,NA,6.343,7.471,9.79,20.12
Malselva - loggestasjon,2021-08-25T02:00:00Z,NA,6.311,7.468,9.72,18.76
Malselva - loggestasjon,2021-08-25T03:00:00Z,NA,6.24,7.49,9.68,19.67
Malselva - loggestasjon,2021-08-25T04:00:00Z,NA,6.275,7.46,9.69,19.04
Malselva - loggestasjon,2021-08-25T05:00:00Z,NA,6.293,7.47,9.7,16.94
Malselva - loggestasjon,2021-08-25T06:00:00Z,NA,6.326,7.45,9.69,19.15
Malselva - loggestasjon,2021-08-25T07:00:00Z,NA,6.338,7.429,9.7,19.65
Malselva - loggestasjon,2021-08-25T08:00:00Z,NA,6.347,7.426,9.72,19.09
Malselva - loggestasjon,2021-08-25T09:00:00Z,NA,6.302,7.502,9.78,19.49
Malselva - loggestasjon,2021-08-25T10:00:00Z,NA,6.288,7.531,9.84,NA
Malselva - loggestasjon,2021-08-25T11:00:00Z,NA,6.325,7.547,9.91,21.2
Malselva - loggestasjon,2021-08-25T12:00:00Z,NA,6.349,7.512,9.96,21.64
Malselva - loggestasjon,2021-08-25T13:00:00Z,NA,6.319,7.554,9.98,21.92
Malselva - loggestasjon,2021-08-25T14:00:00Z,NA,6.259,7.56,10.14,21.7
Malselva - loggestasjon,2021-08-25T15:00:00Z,NA,6.193,7.596,10.43,21.63
Malselva - loggestasjon,2021-08-25T16:00:00Z,NA,6.173,7.635,10.48,19.6
Malselva - loggestasjon,2021-08-25T17:00:00Z,NA,6.155,7.637,10.49,19.9
Malselva - loggestasjon,2021-08-25T18:00:00Z,NA,6.144,7.643,10.5,22.15
Malselva - loggestasjon,2021-08-25T19:00:00Z,NA,6.147,7.637,10.49,21.33
Malselva - loggestasjon,2021-08-25T20:00:00Z,NA,6.142,7.636,10.47,25.76
Malselva - loggestasjon,2021-08-25T21:00:00Z,NA,6.151,7.594,10.42,21.79
Malselva - loggestasjon,2021-08-25T22:00:00Z,NA,6.177,7.528,10.32,21.43
Malselva - loggestasjon,2021-08-25T23:00:00Z,NA,6.17,7.491,10.19,NA
Malselva - loggestasjon,2021-08-26T00:00:00Z,NA,6.185,7.494,10.1,23.86
Malselva - loggestasjon,2021-08-26T01:00:00Z,NA,6.208,7.46,9.97,23.98
Malselva - loggestasjon,2021-08-26T02:00:00Z,NA,6.179,7.456,9.8,23.54
Malselva - loggestasjon,2021-08-26T03:00:00Z,NA,6.069,7.444,9.69,24.88
Malselva - loggestasjon,2021-08-26T04:00:00Z,NA,6.007,7.446,9.62,23.35
Malselva - loggestasjon,2021-08-26T05:00:00Z,NA,5.884,7.45,9.57,24.5
Malselva - loggestasjon,2021-08-26T06:00:00Z,NA,5.877,7.436,9.57,24.57
Malselva - loggestasjon,2021-08-26T07:00:00Z,NA,5.831,7.474,9.62,25.52
Malselva - loggestasjon,2021-08-26T08:00:00Z,NA,5.853,7.497,9.66,24.92
Malselva - loggestasjon,2021-08-26T09:00:00Z,NA,5.864,7.498,9.78,27.82
Malselva - loggestasjon,2021-08-26T10:00:00Z,NA,5.846,7.507,9.88,23.09
Malselva - loggestasjon,2021-08-26T11:00:00Z,NA,5.839,7.509,10.05,25.1
Malselva - loggestasjon,2021-08-26T12:00:00Z,NA,5.767,7.54,10.25,14.66
Malselva - loggestasjon,2021-08-26T13:00:00Z,NA,5.749,7.553,10.51,21.09
Malselva - loggestasjon,2021-08-26T14:00:00Z,NA,5.733,7.57,10.65,26.43
Malselva - loggestasjon,2021-08-26T15:00:00Z,NA,5.736,7.583,10.75,25.31
Malselva - loggestasjon,2021-08-26T16:00:00Z,NA,5.739,7.565,10.78,25.09
Malselva - loggestasjon,2021-08-26T17:00:00Z,NA,5.763,7.601,10.79,21.93
Malselva - loggestasjon,2021-08-26T18:00:00Z,NA,5.764,7.583,10.72,24.17
Malselva - loggestasjon,2021-08-26T19:00:00Z,NA,5.77,7.557,10.65,20.84
Malselva - loggestasjon,2021-08-26T20:00:00Z,NA,5.811,7.485,10.54,23.26
Malselva - loggestasjon,2021-08-26T21:00:00Z,NA,5.85,7.501,10.41,24.66
Malselva - loggestasjon,2021-08-26T22:00:00Z,NA,5.908,7.471,10.27,23.92
Malselva - loggestasjon,2021-08-26T23:00:00Z,NA,5.97,7.508,10.14,25.59
Malselva - loggestasjon,2021-08-27T00:00:00Z,NA,6.012,7.503,10.06,23.52
Malselva - loggestasjon,2021-08-27T01:00:00Z,NA,6.104,7.495,10.02,17.04
Malselva - loggestasjon,2021-08-27T02:00:00Z,NA,6.212,7.495,9.95,18.06
Malselva - loggestasjon,2021-08-27T03:00:00Z,NA,6.359,7.476,9.9,20.37
Malselva - loggestasjon,2021-08-27T04:00:00Z,NA,6.461,7.494,9.83,21.17
Malselva - loggestasjon,2021-08-27T05:00:00Z,NA,6.538,7.501,9.74,22.97
Malselva - loggestasjon,2021-08-27T06:00:00Z,NA,6.589,7.521,9.75,22.94
Malselva - loggestasjon,2021-08-27T07:00:00Z,NA,6.631,7.534,9.69,23.03
Malselva - loggestasjon,2021-08-27T08:00:00Z,NA,6.593,7.536,9.76,23.56
Malselva - loggestasjon,2021-08-27T09:00:00Z,NA,6.501,7.488,9.84,23.56
Malselva - loggestasjon,2021-08-27T10:00:00Z,NA,6.386,7.549,9.99,23.56
Malselva - loggestasjon,2021-08-27T11:00:00Z,NA,6.324,7.553,10.1,22.13
Malselva - loggestasjon,2021-08-27T12:00:00Z,NA,6.146,7.555,10.31,23.11
Malselva - loggestasjon,2021-08-27T13:00:00Z,NA,6.146,7.566,10.43,22.55
Malselva - loggestasjon,2021-08-27T14:00:00Z,NA,6.11,7.589,10.58,20.54
Malselva - loggestasjon,2021-08-27T15:00:00Z,NA,6.05,7.607,10.75,23.24
Malselva - loggestasjon,2021-08-27T16:00:00Z,NA,6.03,7.593,10.75,22.59
Malselva - loggestasjon,2021-08-27T17:00:00Z,NA,6.013,7.619,10.85,22.46
Malselva - loggestasjon,2021-08-27T18:00:00Z,NA,6.014,7.611,10.88,22.3
Malselva - loggestasjon,2021-08-27T19:00:00Z,NA,6.013,7.596,10.82,21.8
Malselva - loggestasjon,2021-08-27T20:00:00Z,NA,6.023,7.572,10.76,22.98
Malselva - loggestasjon,2021-08-27T21:00:00Z,NA,6.054,7.539,10.72,22.75
Malselva - loggestasjon,2021-08-27T22:00:00Z,NA,6.04,7.464,10.66,23.49
Malselva - loggestasjon,2021-08-27T23:00:00Z,NA,6.049,7.473,10.6,23.51
Malselva - loggestasjon,2021-08-28T00:00:00Z,NA,5.97,7.411,10.55,22.12
Malselva - loggestasjon,2021-08-28T01:00:00Z,NA,5.966,7.428,10.52,21.45
Malselva - loggestasjon,2021-08-28T02:00:00Z,NA,5.954,7.409,10.52,21.86
Malselva - loggestasjon,2021-08-28T03:00:00Z,NA,5.944,7.4,10.49,17.56
Malselva - loggestasjon,2021-08-28T04:00:00Z,NA,5.857,7.405,10.45,23.92
Malselva - loggestasjon,2021-08-28T05:00:00Z,NA,5.874,7.44,10.44,24.8
Malselva - loggestasjon,2021-08-28T06:00:00Z,NA,5.846,7.309,10.42,24.74
Malselva - loggestasjon,2021-08-28T07:00:00Z,NA,5.804,7.337,10.42,28.23
Malselva - loggestasjon,2021-08-28T08:00:00Z,NA,5.817,7.396,10.43,25.23
Malselva - loggestasjon,2021-08-28T09:00:00Z,NA,5.835,7.444,10.42,27.19
Malselva - loggestasjon,2021-08-28T10:00:00Z,NA,5.796,7.46,10.47,25.24
Malselva - loggestasjon,2021-08-28T11:00:00Z,NA,5.773,7.485,10.49,25.56
Malselva - loggestasjon,2021-08-28T12:00:00Z,NA,5.799,7.485,10.49,25
Malselva - loggestasjon,2021-08-28T13:00:00Z,NA,5.776,7.477,10.54,24.03
Malselva - loggestasjon,2021-08-28T14:00:00Z,NA,5.718,7.488,10.6,23.48
Malselva - loggestasjon,2021-08-28T15:00:00Z,NA,5.713,7.5,10.67,22.19
Malselva - loggestasjon,2021-08-28T16:00:00Z,NA,5.7,7.54,10.72,12.55
Malselva - loggestasjon,2021-08-28T17:00:00Z,NA,5.693,7.534,10.73,23.2
Malselva - loggestasjon,2021-08-28T18:00:00Z,NA,5.716,7.521,10.77,19.55
Malselva - loggestasjon,2021-08-28T19:00:00Z,NA,5.73,7.518,10.8,19.65
Malselva - loggestasjon,2021-08-28T20:00:00Z,NA,5.761,7.537,10.79,20.45
Malselva - loggestasjon,2021-08-28T21:00:00Z,NA,5.759,7.512,10.79,20.25
Malselva - loggestasjon,2021-08-28T22:00:00Z,NA,5.787,7.513,10.78,19.19
Malselva - loggestasjon,2021-08-28T23:00:00Z,NA,5.785,7.495,10.76,18.23
Malselva - loggestasjon,2021-08-29T00:00:00Z,NA,5.78,7.486,10.75,20.64
Malselva - loggestasjon,2021-08-29T01:00:00Z,NA,5.734,7.405,10.71,18.78
Malselva - loggestasjon,2021-08-29T02:00:00Z,NA,5.738,7.467,10.68,19.55
Malselva - loggestasjon,2021-08-29T03:00:00Z,NA,5.71,7.425,10.61,20.49
Malselva - loggestasjon,2021-08-29T04:00:00Z,NA,5.706,7.435,10.56,20.39
Malselva - loggestasjon,2021-08-29T05:00:00Z,NA,5.695,7.428,10.51,13.79
Malselva - loggestasjon,2021-08-29T06:00:00Z,NA,5.701,7.362,10.48,21.79
Malselva - loggestasjon,2021-08-29T07:00:00Z,NA,5.703,7.395,10.47,22.39
Malselva - loggestasjon,2021-08-29T08:00:00Z,NA,5.749,7.403,10.46,21.42
Malselva - loggestasjon,2021-08-29T09:00:00Z,NA,5.77,7.382,10.45,21.74
Malselva - loggestasjon,2021-08-29T10:00:00Z,NA,5.731,7.432,10.48,22.89
Malselva - loggestasjon,2021-08-29T11:00:00Z,NA,5.723,7.424,10.49,23.26
Malselva - loggestasjon,2021-08-29T12:00:00Z,NA,5.725,7.472,10.54,23.37
Malselva - loggestasjon,2021-08-29T13:00:00Z,NA,5.704,7.461,10.52,23.38
Malselva - loggestasjon,2021-08-29T14:00:00Z,NA,5.715,7.458,10.54,22.76
Malselva - loggestasjon,2021-08-29T15:00:00Z,NA,5.689,7.491,10.6,22.49
Malselva - loggestasjon,2021-08-29T16:00:00Z,NA,5.662,7.493,10.62,21.9
Malselva - loggestasjon,2021-08-29T17:00:00Z,NA,5.637,7.489,10.62,20.77
Malselva - loggestasjon,2021-08-29T18:00:00Z,NA,5.623,7.497,10.61,15.27
Malselva - loggestasjon,2021-08-29T19:00:00Z,NA,5.608,7.497,10.59,21.28
Malselva - loggestasjon,2021-08-29T20:00:00Z,NA,5.61,7.477,10.56,21.25
Malselva - loggestasjon,2021-08-29T21:00:00Z,NA,5.624,7.465,10.54,20.61
Malselva - loggestasjon,2021-08-29T22:00:00Z,NA,5.634,7.456,10.5,22.61
Malselva - loggestasjon,2021-08-29T23:00:00Z,NA,5.651,7.422,10.46,22.41
Malselva - loggestasjon,2021-08-30T00:00:00Z,NA,5.656,7.354,10.42,23.31
Malselva - loggestasjon,2021-08-30T01:00:00Z,NA,5.696,7.321,10.4,22.53
Malselva - loggestasjon,2021-08-30T02:00:00Z,NA,5.71,7.345,10.37,24.02
Malselva - loggestasjon,2021-08-30T03:00:00Z,NA,5.68,7.347,10.3,23.23
Malselva - loggestasjon,2021-08-30T04:00:00Z,NA,5.692,7.355,10.28,23.31
Malselva - loggestasjon,2021-08-30T05:00:00Z,NA,5.642,7.382,10.23,24.04
Malselva - loggestasjon,2021-08-30T06:00:00Z,NA,5.614,7.368,10.24,24.61
Malselva - loggestasjon,2021-08-30T07:00:00Z,NA,5.667,7.28,10.23,17.21
Malselva - loggestasjon,2021-08-30T08:00:00Z,NA,5.706,7.376,10.26,24.8
Malselva - loggestasjon,2021-08-30T09:00:00Z,NA,5.699,7.4,10.28,23.36
Malselva - loggestasjon,2021-08-30T10:00:00Z,NA,5.738,7.399,10.31,24.06
Malselva - loggestasjon,2021-08-30T11:00:00Z,NA,5.752,7.42,10.3,23.91
Malselva - loggestasjon,2021-08-30T12:00:00Z,NA,5.714,7.442,10.32,24.3
Malselva - loggestasjon,2021-08-30T13:00:00Z,NA,5.631,7.473,10.31,24.88
Malselva - loggestasjon,2021-08-30T14:00:00Z,NA,5.634,7.473,10.33,25.55
Malselva - loggestasjon,2021-08-30T15:00:00Z,NA,5.619,7.491,10.33,23.83
Malselva - loggestasjon,2021-08-30T16:00:00Z,NA,5.573,7.488,10.35,24.72
Malselva - loggestasjon,2021-08-30T17:00:00Z,NA,5.561,7.485,10.35,22.65
Malselva - loggestasjon,2021-08-30T18:00:00Z,NA,5.569,7.487,10.35,23.31
Malselva - loggestasjon,2021-08-30T19:00:00Z,NA,5.59,7.484,10.35,21.86
Malselva - loggestasjon,2021-08-30T20:00:00Z,NA,5.551,7.456,10.34,19.97
Malselva - loggestasjon,2021-08-30T21:00:00Z,NA,5.562,7.446,10.32,22.46
Malselva - loggestasjon,2021-08-30T22:00:00Z,NA,5.574,7.47,10.31,21.81
Malselva - loggestasjon,2021-08-30T23:00:00Z,NA,5.596,7.455,10.3,19.13
Malselva - loggestasjon,2021-08-31T00:00:00Z,NA,5.607,7.413,10.27,22.48
Malselva - loggestasjon,2021-08-31T01:00:00Z,NA,5.645,7.368,10.26,20.74
Malselva - loggestasjon,2021-08-31T02:00:00Z,NA,5.648,7.31,10.22,23.69
Malselva - loggestasjon,2021-08-31T03:00:00Z,NA,5.653,7.303,10.22,21.47
Malselva - loggestasjon,2021-08-31T04:00:00Z,NA,5.673,7.284,10.18,23.25
Malselva - loggestasjon,2021-08-31T05:00:00Z,NA,5.754,7.328,10.14,23.18
Malselva - loggestasjon,2021-08-31T06:00:00Z,NA,5.747,7.279,10.16,22.4
Malselva - loggestasjon,2021-08-31T07:00:00Z,NA,5.714,7.412,10.12,23.24
Malselva - loggestasjon,2021-08-31T08:00:00Z,NA,5.78,7.386,10.16,22.79
Malselva - loggestasjon,2021-08-31T09:00:00Z,NA,5.748,7.419,10.24,24.32
Malselva - loggestasjon,2021-08-31T10:00:00Z,NA,5.732,7.443,10.28,25.62
Malselva - loggestasjon,2021-08-31T11:00:00Z,NA,5.717,7.41,10.29,24.31
Malselva - loggestasjon,2021-08-31T12:00:00Z,NA,5.739,7.443,10.32,24.12
Malselva - loggestasjon,2021-08-31T13:00:00Z,NA,5.74,7.468,10.34,26.46
Malselva - loggestasjon,2021-08-31T14:00:00Z,NA,5.733,7.429,10.34,24.52
Malselva - loggestasjon,2021-08-31T15:00:00Z,NA,5.717,7.466,10.36,28.45
Malselva - loggestasjon,2021-08-31T16:00:00Z,NA,5.691,7.521,10.38,26.7
Malselva - loggestasjon,2021-08-31T17:00:00Z,NA,5.685,7.489,10.38,26.32
Malselva - loggestasjon,2021-08-31T18:00:00Z,NA,5.657,7.538,10.36,26.98
Malselva - loggestasjon,2021-08-31T19:00:00Z,NA,5.635,7.522,10.33,28.83
Malselva - loggestasjon,2021-08-31T20:00:00Z,NA,5.65,7.53,10.27,25.29
Malselva - loggestasjon,2021-08-31T21:00:00Z,NA,5.669,7.505,10.22,28.83
Malselva - loggestasjon,2021-08-31T22:00:00Z,NA,5.657,7.481,10.16,25.24
Malselva - loggestasjon,2021-08-31T23:00:00Z,NA,5.575,7.468,10.1,28.33
Malselva - loggestasjon,2021-09-01T00:00:00Z,NA,5.55,7.439,10.05,29.22
Malselva - loggestasjon,2021-09-01T01:00:00Z,NA,5.524,7.443,9.99,28.67
Malselva - loggestasjon,2021-09-01T02:00:00Z,NA,5.517,7.447,9.92,27.99
Malselva - loggestasjon,2021-09-01T03:00:00Z,NA,5.543,7.429,9.85,29.02
Malselva - loggestasjon,2021-09-01T04:00:00Z,NA,5.561,7.437,9.79,28.87
Malselva - loggestasjon,2021-09-01T05:00:00Z,NA,5.587,7.46,9.72,26.26
Malselva - loggestasjon,2021-09-01T06:00:00Z,NA,5.606,7.44,9.69,30.51
