Date,variable,concentration_linear,daily_flux_linear,concentration_logqc,daily_flux_logqc,concentration_sensor,daily_flux_sensor,concentration_qc,daily_flux_qc
8/27/20,SPM,3.21,87484.32,2.26,61491.39,54.02,61366.89,5.58,152121.89
8/27/20,DOC,1.92,52345.71,3.03,82604.08,30.17,34276.56,1.83,49777.97
8/28/20,SPM,3.26,79006.12,0.59,14204.26,52.59,53148.81,5.04,122300.35
8/28/20,DOC,1.90,46086.90,1.00,24209.04,93.08,94073.59,1.76,42810.47
8/29/20,SPM,3.31,71032.16,2.39,51377.48,51.72,46310.46,4.55,97719.32
8/29/20,DOC,1.88,40400.35,1.41,30281.51,88.83,79540.87,1.71,36723.48
8/30/20,SPM,3.35,63953.48,4.69,89367.37,50.06,39773.86,4.11,78462.35
8/30/20,DOC,1.86,35469.17,0.80,15338.05,85.15,67658.91,1.66,31653.25
8/31/20,SPM,3.40,58645.48,4.82,83099.35,49.23,35363.88,3.79,65285.30
8/31/20,DOC,1.84,31718.90,1.09,18741.31,82.37,59162.84,1.62,27975.00
9/1/20,SPM,3.45,58203.85,4.84,81663.86,49.23,34601.81,3.72,62773.10
9/1/20,DOC,1.82,30702.09,1.17,19748.83,81.81,57500.89,1.62,27249.65
9/2/20,SPM,3.50,57855.23,4.86,80366.12,47.40,32660.06,3.66,60552.85
9/2/20,DOC,1.80,29766.27,1.25,20722.77,77.91,53685.12,1.61,26601.27
9/3/20,SPM,3.55,53616.71,9.20,139119.55,50.32,31692.27,3.41,51514.11
9/3/20,DOC,1.78,26907.69,2.21,33404.50,79.45,50043.03,1.58,23882.11
9/4/20,SPM,3.60,51665.16,8.63,124000.52,49.32,29533.83,3.27,47055.81
9/4/20,DOC,1.76,25292.65,2.63,37730.34,78.52,47015.67,1.56,22486.72
9/5/20,SPM,3.64,59891.68,4.87,79980.50,52.73,36115.34,3.64,59902.37
9/5/20,DOC,1.74,28602.60,1.28,21024.47,81.15,55582.80,1.61,26409.95
9/6/20,SPM,3.69,69167.18,4.74,88860.17,52.22,40769.54,4.05,75971.69
9/6/20,DOC,1.72,32225.56,0.82,15322.25,84.65,66078.97,1.65,30972.83
9/7/20,SPM,3.74,78250.21,3.74,78250.21,52.21,45511.71,4.45,93019.52
9/7/20,DOC,1.70,35568.28,1.70,35568.28,87.97,76690.35,1.70,35514.25
9/8/20,SPM,3.64,67585.91,4.75,88210.53,51.01,39457.06,4.02,74717.61
9/8/20,DOC,1.68,31230.22,0.84,15663.87,84.39,65279.15,1.65,30627.77
9/9/20,SPM,3.54,61383.99,4.82,83479.63,48.84,35282.27,3.80,65960.80
9/9/20,DOC,1.66,28853.08,1.07,18485.92,79.08,57123.57,1.62,28168.60
9/10/20,SPM,3.44,54547.56,4.90,77676.45,50.87,33598.56,3.54,56103.60
9/10/20,DOC,1.65,26099.04,1.45,22954.83,80.37,53083.96,1.59,25279.68
9/11/20,SPM,3.34,50555.72,9.07,137189.48,46.31,29196.77,3.41,51595.37
9/11/20,DOC,1.63,24640.24,2.19,33129.11,76.16,48010.11,1.58,23907.19
9/12/20,SPM,3.24,46074.02,2.15,30572.16,47.04,27858.15,3.25,46135.31
9/12/20,DOC,1.61,22892.35,1.60,22793.01,78.32,46380.69,1.56,22193.50
9/13/20,SPM,3.14,41625.72,1.00,13302.11,47.05,25968.72,3.07,40717.02
9/13/20,DOC,1.59,21101.47,0.95,12524.27,77.11,42565.82,1.54,20427.77
9/14/20,SPM,3.04,38526.82,1.04,13223.35,53.05,27988.52,2.97,37596.14
9/14/20,DOC,1.58,19944.04,0.80,10112.85,76.38,40301.61,1.53,19376.28
9/15/20,SPM,2.94,35935.95,1.48,18038.20,47.22,24025.29,2.89,35269.08
9/15/20,DOC,1.56,19014.65,0.86,10446.55,75.82,38576.97,1.52,18573.52
9/16/20,SPM,2.84,34255.26,1.72,20740.12,46.94,23564.20,2.86,34446.29
9/16/20,DOC,1.54,18545.43,0.89,10742.77,75.62,37959.12,1.52,18285.53
9/17/20,SPM,2.74,32551.58,2.05,24318.35,46.61,23044.11,2.83,33532.84
9/17/20,DOC,1.52,18051.25,0.93,11090.81,75.39,37267.96,1.51,17963.11
9/18/20,SPM,2.64,41688.82,4.91,77344.42,60.91,40015.33,3.52,55568.49
9/18/20,DOC,1.50,23707.95,1.47,23252.24,80.26,52733.04,1.59,25118.60
9/19/20,SPM,2.54,69677.66,2.30,63098.69,62.76,71613.83,5.60,153405.83
9/19/20,DOC,1.49,40687.69,2.53,69270.05,29.38,33524.40,1.83,50069.69
9/20/20,SPM,2.44,53277.03,1.89,41194.85,55.15,50076.34,4.60,100284.94
9/20/20,DOC,1.47,31989.57,1.28,27828.23,89.30,81085.05,1.72,37376.78
9/21/20,SPM,2.35,58195.32,0.86,21253.32,56.06,57967.75,5.14,127613.63
9/21/20,DOC,1.45,35984.31,1.09,27121.89,93.98,97176.34,1.78,44081.39
9/22/20,SPM,2.25,89926.22,5.29,212035.19,89.58,149487.47,7.87,315034.30
9/22/20,DOC,1.43,57357.11,1.88,75356.75,30.42,50757.94,2.08,83493.43
9/23/20,SPM,2.15,63791.72,2.64,78599.31,66.70,82620.76,6.02,178995.46
9/23/20,DOC,1.41,42046.47,1.13,33557.82,32.96,40823.97,1.88,55766.07
9/24/20,SPM,2.05,49180.08,0.50,12096.09,54.51,54591.23,5.00,120246.31
9/24/20,DOC,1.40,33565.04,0.96,23136.92,92.73,92867.66,1.76,42315.29
9/25/20,SPM,1.95,42051.11,2.19,47250.08,51.26,46144.06,4.57,98683.92
9/25/20,DOC,1.38,29782.99,1.36,29326.92,89.01,80122.40,1.71,36969.65
9/26/20,SPM,1.85,39067.20,3.11,65804.19,48.82,43026.87,4.49,94925.56
9/26/20,DOC,1.36,28784.76,1.57,33287.99,88.32,77849.91,1.70,36006.66
9/27/20,SPM,1.75,31701.85,4.77,86598.09,47.85,36179.25,3.95,71659.07
9/27/20,DOC,1.34,24366.10,0.91,16556.80,83.75,63315.92,1.64,29779.04
9/28/20,SPM,1.65,28369.76,4.82,83027.01,47.19,33860.30,3.78,65157.29
9/28/20,DOC,1.33,22816.35,1.09,18790.42,82.34,59078.51,1.62,27938.25
9/29/20,SPM,1.55,25932.95,4.85,81214.83,46.80,32669.78,3.70,61999.41
9/29/20,DOC,1.31,21900.00,1.20,20078.79,81.63,56985.98,1.61,27024.51
9/30/20,SPM,1.45,23588.73,4.87,79392.15,46.66,31669.05,3.62,58918.09
9/30/20,DOC,1.29,21000.08,1.32,21496.17,80.92,54920.25,1.60,26119.25
10/1/20,SPM,1.35,20715.22,7.02,107838.25,46.38,29683.98,3.45,53016.91
10/1/20,DOC,1.27,19530.24,1.87,28725.00,79.76,51046.72,1.58,24343.84
10/2/20,SPM,1.25,17826.57,3.68,52514.36,47.81,28433.36,3.26,46488.69
10/2/20,DOC,1.25,17892.84,1.94,27693.28,78.40,46624.89,1.56,22306.29
10/3/20,SPM,1.15,17044.78,12.71,188454.86,23.61,14586.68,3.36,49781.51
10/3/20,DOC,1.24,18326.58,2.70,39986.58,39.55,24437.82,1.57,23344.53
10/4/20,SPM,1.05,16077.91,7.36,112793.28,23.84,15216.18,3.44,52748.53
10/4/20,DOC,1.22,18654.54,1.93,29499.92,39.85,25434.03,1.58,24261.68
10/5/20,SPM,0.95,13414.23,0.95,13414.23,50.45,29683.11,3.23,45602.63
10/5/20,DOC,1.20,16944.29,1.20,16944.29,78.21,46011.60,1.56,22022.98
10/6/20,SPM,0.95,12942.81,0.98,13343.99,53.14,30042.49,3.13,42478.78
10/6/20,DOC,1.19,16184.57,1.03,14025.47,77.51,43821.47,1.55,21009.75
10/7/20,SPM,0.96,13033.08,0.98,13348.98,56.49,32028.15,3.14,42693.50
10/7/20,DOC,1.19,16133.41,1.04,14215.49,77.56,43973.47,1.55,21080.15
10/8/20,SPM,0.96,14660.07,8.00,121940.52,48.35,30704.57,3.43,52286.09
10/8/20,DOC,1.18,17964.43,2.03,30894.95,79.61,50559.62,1.58,24119.82
10/9/20,SPM,0.97,15405.03,4.89,78070.70,47.73,31727.47,3.56,56743.01
10/9/20,DOC,1.17,18686.57,1.42,22608.24,80.49,53502.07,1.60,25471.53
10/10/20,SPM,0.97,15233.79,4.91,77119.18,48.31,31625.13,3.51,55207.24
10/10/20,DOC,1.16,18291.77,1.49,23456.92,80.19,52495.61,1.59,25009.59
10/11/20,SPM,0.97,14733.18,9.04,136735.72,47.23,29782.81,3.41,51614.66
10/11/20,DOC,1.16,17511.19,2.18,33064.14,79.47,50110.43,1.58,23913.14
10/12/20,SPM,0.98,14627.15,10.93,163508.36,47.42,29566.19,3.38,50584.30
10/12/20,DOC,1.15,17208.41,2.46,36759.82,79.26,49417.93,1.58,23594.33
10/13/20,SPM,0.98,14202.93,19.23,278224.49,47.42,28596.02,3.29,47647.09
10/13/20,DOC,1.14,16539.07,3.48,50369.36,78.64,47421.69,1.57,22674.11
10/14/20,SPM,0.99,13694.40,0.96,13386.25,47.89,27729.35,3.19,44332.08
10/14/20,DOC,1.14,15784.05,1.13,15716.88,77.93,45126.19,1.56,21613.64
10/15/20,SPM,0.99,13283.80,0.99,13325.76,48.62,27201.14,3.11,41703.06
10/15/20,DOC,1.13,15154.09,0.99,13351.81,77.34,43270.50,1.55,20754.48
10/16/20,SPM,0.99,12850.27,1.02,13260.80,47.65,25687.41,3.02,39049.77
10/16/20,DOC,1.12,14509.11,0.87,11197.22,76.73,41362.84,1.54,19869.45
10/17/20,SPM,1.00,12590.08,1.05,13218.29,50.38,26506.10,2.96,37404.20
10/17/20,DOC,1.11,14069.15,0.79,9974.65,76.34,40160.59,1.53,19310.70
10/18/20,SPM,1.00,12203.45,1.51,18361.02,47.24,23995.59,2.88,35163.37
10/18/20,DOC,1.11,13496.50,0.86,10483.73,75.79,38497.84,1.52,18536.65
10/19/20,SPM,1.01,11421.72,3.34,38006.78,47.47,22480.79,2.74,31104.71
10/19/20,DOC,1.10,12501.38,1.07,12128.65,74.76,35402.30,1.50,17091.44
10/20/20,SPM,1.01,11277.34,2.86,31986.89,49.90,23238.92,2.70,30217.48
10/20/20,DOC,1.09,12215.46,1.01,11323.85,74.53,34709.62,1.50,16767.27
10/21/20,SPM,1.01,10040.86,0.99,9837.49,47.80,19744.06,2.48,24559.17
10/21/20,DOC,1.09,10763.12,1.39,13792.51,70.88,29277.80,1.47,14617.19
10/22/20,SPM,1.02,10185.03,0.96,9646.39,48.23,20129.49,2.50,25000.90
10/22/20,DOC,1.08,10803.93,1.41,14168.76,71.25,29737.50,1.48,14790.77
10/23/20,SPM,1.02,10024.69,1.02,10012.58,47.18,19306.29,2.46,24169.03
10/23/20,DOC,1.07,10522.77,1.37,13462.67,70.55,28871.10,1.47,14462.98
10/24/20,SPM,1.02,9881.49,1.07,10363.36,47.05,18905.22,2.43,23426.51
10/24/20,DOC,1.06,10263.80,1.33,12841.42,69.92,28095.26,1.47,14167.07
10/25/20,SPM,1.03,9631.80,1.17,10955.57,51.54,20111.59,2.38,22279.21
10/25/20,DOC,1.06,9899.35,1.27,11898.71,68.92,26891.60,1.46,13703.34
10/26/20,SPM,1.03,9359.63,1.29,11648.70,50.26,18984.52,2.33,21082.24
10/26/20,DOC,1.05,9518.27,1.21,10938.19,67.85,25629.08,1.46,13210.52
10/27/20,SPM,1.04,8443.30,1.82,14841.14,49.34,16749.09,2.16,17608.22
10/27/20,DOC,1.04,8495.67,0.95,7761.18,65.15,22115.78,1.44,11720.49
10/28/20,SPM,1.04,7158.97,2.78,19119.15,47.75,13691.21,1.94,13316.58
10/28/20,DOC,1.04,7127.02,0.96,6597.50,65.58,18803.88,1.41,9723.83
10/29/20,SPM,1.04,7467.06,1.43,10199.42,47.44,14134.71,1.98,14181.52
10/29/20,DOC,1.03,7354.70,0.81,5820.50,62.81,18714.28,1.42,10143.11
10/30/20,SPM,1.05,7876.11,1.01,7556.41,46.63,14597.51,2.05,15390.63
10/30/20,DOC,1.02,7674.85,0.99,7417.47,63.67,19932.80,1.43,10713.96
10/31/20,SPM,1.05,6526.31,2.41,14941.40,47.82,12358.77,1.81,11251.34
10/31/20,DOC,1.01,6291.48,2.13,13227.34,82.03,21199.71,1.40,8679.99
11/1/20,SPM,1.06,6748.09,2.51,16033.34,49.98,13305.67,1.85,11804.01
11/1/20,DOC,1.01,6435.45,1.70,10840.51,87.61,23325.85,1.40,8965.77
11/2/20,SPM,1.06,7790.65,1.06,7790.65,51.29,15706.55,2.02,14838.60
11/2/20,DOC,1.00,7349.67,1.00,7349.67,63.28,19379.17,1.42,10455.44
11/3/20,SPM,1.09,11451.17,0.84,8811.84,52.99,23201.30,2.58,27151.28
11/3/20,DOC,1.01,10568.47,1.53,16041.71,73.00,31964.47,1.49,15621.15
11/4/20,SPM,1.12,11445.54,0.91,9279.83,49.53,21099.69,2.53,25898.43
11/4/20,DOC,1.01,10341.30,1.46,14942.27,71.99,30669.15,1.48,15140.23
11/5/20,SPM,1.15,11825.21,0.89,9167.70,55.72,23890.04,2.54,26187.10
11/5/20,DOC,1.02,10466.87,1.48,15193.58,72.23,30968.13,1.48,15251.74
11/6/20,SPM,1.18,15144.51,1.03,13248.45,81.32,43526.48,3.00,38564.55
11/6/20,DOC,1.02,13140.42,0.84,10827.81,76.61,41009.92,1.53,19705.51
11/7/20,SPM,1.21,17423.02,12.82,184750.12,65.86,39561.77,3.28,47321.45
11/7/20,DOC,1.03,14828.11,3.02,43553.32,78.58,47198.26,1.57,22571.00
11/8/20,SPM,1.24,16208.31,1.01,13281.09,53.68,29273.92,3.05,39860.28
11/8/20,DOC,1.03,13538.09,0.90,11831.11,76.92,41949.49,1.54,20141.82
11/9/20,SPM,1.27,16719.38,1.01,13293.91,59.90,32911.63,3.06,40380.68
11/9/20,DOC,1.04,13713.06,0.93,12249.30,77.04,42324.32,1.54,20315.75
11/10/20,SPM,1.30,15936.96,1.38,17005.94,51.69,26448.26,2.90,35622.69
11/10/20,DOC,1.05,12842.20,0.84,10323.95,75.91,38841.18,1.52,18696.60
11/11/20,SPM,1.33,14794.29,2.55,28438.47,49.67,23063.44,2.70,30064.99
11/11/20,DOC,1.05,11718.25,0.98,10899.76,74.49,34589.94,1.50,16711.24
11/12/20,SPM,1.36,14354.46,0.82,8704.28,48.91,21553.37,2.60,27458.04
11/12/20,DOC,1.06,11181.37,1.54,16314.32,73.25,32280.75,1.49,15737.73
11/13/20,SPM,1.39,14013.88,0.94,9488.52,49.61,20887.96,2.51,25379.06
11/13/20,DOC,1.06,10739.93,1.43,14493.21,71.56,30130.42,1.48,14938.53
11/14/20,SPM,1.42,13102.51,1.21,11213.83,48.08,18529.22,2.36,21816.23
11/14/20,DOC,1.07,9883.70,1.25,11524.34,68.51,26404.11,1.46,13513.85
11/15/20,SPM,1.45,13129.48,1.28,11617.07,47.57,17992.42,2.33,21133.80
11/15/20,DOC,1.07,9752.44,1.21,10979.06,67.90,25683.61,1.46,13231.95
11/16/20,SPM,1.48,13208.53,1.33,11935.93,48.85,18214.53,2.30,20626.26
11/16/20,DOC,1.08,9664.78,1.18,10578.66,67.44,25146.21,1.45,13020.21
11/17/20,SPM,1.51,15356.47,0.91,9323.98,51.62,21937.53,2.53,25786.64
11/17/20,DOC,1.09,11072.97,1.46,14845.28,71.90,30553.28,1.48,15096.93
11/18/20,SPM,1.54,18558.65,1.66,20058.33,49.54,24951.66,2.87,34641.46
11/18/20,DOC,1.09,13192.04,0.88,10671.08,75.66,38106.07,1.52,18354.05
11/19/20,SPM,1.57,18592.25,2.02,24016.79,50.69,25088.46,2.83,33603.51
11/19/20,DOC,1.10,13032.90,0.93,11063.13,75.40,37321.63,1.51,17988.16
11/20/20,SPM,1.59,15660.55,1.02,10016.13,50.78,20774.45,2.46,24161.27
11/20/20,DOC,1.10,10829.40,1.37,13456.12,70.55,28862.99,1.47,14459.90
11/21/20,SPM,1.62,14594.82,1.32,11848.42,49.00,18340.99,2.31,20762.89
11/21/20,DOC,1.11,9959.18,1.19,10686.01,67.56,25291.01,1.46,13077.39
11/22/20,SPM,1.65,13401.86,1.66,13478.59,47.94,16181.43,2.15,17444.92
11/22/20,DOC,1.11,9027.16,0.95,7696.23,65.05,21957.11,1.44,11647.99
11/23/20,SPM,1.68,13471.83,0.87,6929.44,48.02,16006.80,2.14,17081.54
11/23/20,DOC,1.12,8959.89,0.95,7613.29,64.81,21602.88,1.44,11485.78
11/24/20,SPM,1.71,12291.43,1.45,10368.32,49.00,14644.00,1.99,14253.35
11/24/20,DOC,1.13,8074.06,0.77,5543.37,62.87,18787.28,1.42,10177.51
11/25/20,SPM,1.74,12904.80,1.04,7714.68,50.68,15631.31,2.03,15013.43
11/25/20,DOC,1.13,8374.80,1.00,7371.36,63.40,19554.98,1.42,10537.68
11/26/20,SPM,1.77,14543.34,1.66,13655.11,48.08,16429.95,2.17,17809.50
11/26/20,DOC,1.14,9326.86,0.96,7856.35,65.28,22310.94,1.44,11809.53
11/27/20,SPM,1.80,16471.73,1.26,11477.23,49.20,18729.12,2.34,21365.11
11/27/20,DOC,1.14,10441.67,1.22,11163.01,68.11,25928.09,1.46,13327.85
11/28/20,SPM,1.83,19248.64,0.84,8819.44,48.23,21107.60,2.58,27129.88
11/28/20,DOC,1.15,12064.16,1.53,16022.74,72.99,31942.39,1.49,15613.00
11/29/20,SPM,1.86,17845.21,1.09,10489.17,49.17,19632.19,2.42,23172.11
11/29/20,DOC,1.15,11060.86,1.32,12630.57,69.70,27828.88,1.47,14064.95
11/30/20,SPM,1.89,15280.66,1.35,10876.47,49.28,16583.11,2.15,17355.57
11/30/20,DOC,1.16,9368.69,0.95,7672.64,64.99,21870.15,1.44,11608.22
12/1/20,SPM,1.92,13468.68,1.51,10578.94,48.15,14059.88,1.96,13722.84
12/1/20,DOC,1.17,8170.12,1.06,7439.82,62.48,18246.13,1.42,9921.96
12/2/20,SPM,1.95,12812.39,2.60,17101.35,48.09,13154.85,1.88,12335.27
12/2/20,DOC,1.17,7691.19,1.38,9037.25,79.73,21811.58,1.41,9235.87
12/3/20,SPM,1.98,12757.43,2.54,16330.71,47.96,12867.53,1.86,11952.82
12/3/20,DOC,1.18,7580.13,1.60,10292.79,85.39,22910.20,1.40,9041.87
12/4/20,SPM,2.01,12145.40,2.32,14025.72,47.67,11996.63,1.78,10779.75
12/4/20,DOC,1.18,7144.35,2.62,15811.11,73.28,18442.15,1.40,8432.02
12/5/20,SPM,2.04,12814.03,2.45,15384.37,47.81,12508.30,1.83,11476.76
12/5/20,DOC,1.19,7463.79,1.94,12180.79,91.08,23831.94,1.40,8797.17
12/6/20,SPM,2.07,11373.86,0.77,4227.68,47.22,10809.02,1.69,9268.77
12/6/20,DOC,1.19,6561.24,1.00,5518.44,87.73,20081.75,1.38,7608.96
12/7/20,SPM,2.10,11789.57,2.10,11789.57,47.72,11162.37,1.71,9592.27
12/7/20,DOC,1.20,6736.89,1.20,6736.89,89.22,20870.22,1.39,7789.13
12/8/20,SPM,2.09,11502.10,0.77,4239.19,48.95,11231.86,1.69,9302.29
12/8/20,DOC,1.19,6573.40,1.00,5513.49,87.88,20163.34,1.39,7627.74
12/9/20,SPM,2.08,11913.57,2.16,12396.51,49.76,11887.59,1.73,9920.07
12/9/20,DOC,1.19,6809.37,3.21,18429.53,72.57,17337.41,1.39,7969.41
12/10/20,SPM,2.07,11770.59,2.14,12200.86,48.82,11586.21,1.72,9814.88
12/10/20,DOC,1.18,6728.46,2.35,13397.10,90.23,21414.12,1.39,7911.80
12/11/20,SPM,2.06,10835.25,0.76,4024.69,48.36,10622.84,1.65,8684.10
12/11/20,DOC,1.18,6194.54,1.06,5608.89,95.32,20936.58,1.38,7277.30
12/12/20,SPM,2.04,10480.10,0.76,3893.62,51.34,10966.35,1.62,8312.33
12/12/20,DOC,1.17,5992.24,1.12,5726.23,73.91,15787.83,1.38,7062.09
12/13/20,SPM,2.03,9263.50,1.62,7397.90,54.66,10377.08,1.52,6923.04
12/13/20,DOC,1.16,5297.28,1.32,6006.51,53.16,10092.85,1.37,6223.87
12/14/20,SPM,2.02,8952.31,1.44,6392.37,57.01,10517.12,1.50,6625.38
12/14/20,DOC,1.16,5119.97,0.88,3913.12,62.07,11450.75,1.36,6036.39
12/15/20,SPM,2.01,8444.40,1.16,4882.63,54.09,9464.44,1.46,6112.87
12/15/20,DOC,1.15,4830.11,1.52,6394.40,51.61,9030.87,1.36,5706.07
12/16/20,SPM,2.00,9048.00,1.58,7140.16,54.79,10329.65,1.51,6849.45
12/16/20,DOC,1.14,5176.02,1.19,5361.81,51.54,9717.37,1.37,6177.80
12/17/20,SPM,1.99,9049.37,1.62,7352.03,58.34,11061.32,1.52,6910.07
12/17/20,DOC,1.14,5177.48,1.29,5888.09,52.88,10026.50,1.37,6215.77
12/18/20,SPM,1.98,8733.62,1.43,6313.33,50.86,9359.51,1.49,6600.69
12/18/20,DOC,1.13,4997.49,0.91,4002.88,62.03,11414.41,1.36,6020.70
12/19/20,SPM,1.97,9333.29,0.75,3560.12,49.47,9783.68,1.55,7373.98
12/19/20,DOC,1.13,5341.34,1.50,7114.03,62.08,12277.17,1.37,6502.28
12/20/20,SPM,1.96,9995.16,0.76,3881.00,53.88,11477.38,1.62,8276.09
12/20/20,DOC,1.12,5720.89,1.13,5771.47,71.46,15221.57,1.38,7040.92
12/21/20,SPM,1.94,10126.83,0.76,3968.14,52.92,11485.69,1.64,8523.56
12/21/20,DOC,1.11,5797.04,1.08,5635.18,88.11,19123.61,1.38,7184.79
12/22/20,SPM,1.93,9735.43,0.76,3814.47,53.40,11206.53,1.61,8086.03
12/22/20,DOC,1.11,5573.75,1.19,6018.45,73.91,15511.67,1.38,6929.33
12/23/20,SPM,1.92,9470.55,0.75,3718.96,58.23,11957.49,1.59,7815.92
12/23/20,DOC,1.10,5422.86,1.30,6399.92,83.64,17174.34,1.37,6769.05
12/24/20,SPM,1.91,9316.12,0.75,3673.28,65.69,13346.47,1.58,7687.89
12/24/20,DOC,1.09,5335.18,1.35,6594.51,82.04,16667.57,1.37,6692.36
12/25/20,SPM,1.90,9354.39,0.75,3716.03,61.00,12516.57,1.59,7807.70
12/25/20,DOC,1.09,5357.86,1.30,6412.14,83.94,17223.99,1.37,6764.14
12/26/20,SPM,1.89,8894.38,0.88,4146.14,65.51,12857.25,1.55,7286.85
12/26/20,DOC,1.08,5095.12,1.48,6967.14,58.77,11533.96,1.37,6448.99
12/27/20,SPM,1.88,7691.79,1.24,5071.53,64.27,10972.41,1.44,5890.11
12/27/20,DOC,1.08,4406.86,1.50,6160.79,49.90,8520.31,1.36,5559.31
12/28/20,SPM,1.87,8233.18,1.42,6281.01,54.64,10044.24,1.49,6590.53
12/28/20,DOC,1.07,4717.73,0.92,4040.50,61.34,11276.96,1.36,6014.24
12/29/20,SPM,1.85,7967.80,1.28,5480.10,56.65,10138.76,1.47,6326.88
12/29/20,DOC,1.06,4566.35,1.21,5181.04,43.70,7821.40,1.36,5845.21
12/30/20,SPM,1.84,7893.88,1.26,5388.85,56.72,10119.00,1.47,6295.25
12/30/20,DOC,1.06,4524.66,1.25,5342.06,32.97,5881.91,1.36,5824.75
12/31/20,SPM,1.83,7818.81,1.24,5293.81,57.12,10154.81,1.47,6261.91
12/31/20,DOC,1.05,4482.32,1.29,5518.17,21.74,3865.11,1.36,5803.15
1/1/21,SPM,1.82,10456.33,2.17,12431.20,58.71,14042.47,1.73,9938.67
1/1/21,DOC,1.04,5995.27,3.40,19491.20,20.46,4893.20,1.39,7979.57
1/2/21,SPM,1.81,8288.83,1.62,7395.18,56.11,10704.38,1.52,6975.63
1/2/21,DOC,1.04,4753.25,1.40,6422.23,23.56,4494.44,1.37,6256.68
1/3/21,SPM,1.80,7840.22,1.35,5895.92,54.05,9813.55,1.48,6466.76
1/3/21,DOC,1.03,4496.71,1.04,4534.41,21.41,3887.06,1.36,5935.21
1/4/21,SPM,1.79,7686.60,1.28,5501.92,55.42,9927.44,1.47,6334.40
1/4/21,DOC,1.03,4409.31,1.20,5143.64,21.01,3762.59,1.36,5850.06
1/5/21,SPM,1.78,7609.22,1.26,5394.60,51.53,9194.49,1.47,6297.25
1/5/21,DOC,1.02,4365.63,1.25,5331.69,21.19,3780.35,1.36,5826.05
1/6/21,SPM,1.77,7483.01,1.21,5115.31,49.08,8666.82,1.46,6198.20
1/6/21,DOC,1.01,4293.92,1.39,5874.19,20.84,3679.69,1.36,5761.76
1/7/21,SPM,1.75,7509.42,1.26,5378.67,48.78,8699.58,1.47,6291.69
1/7/21,DOC,1.01,4309.80,1.25,5360.52,21.47,3828.01,1.36,5822.45
1/8/21,SPM,1.74,4771.66,4.15,11348.75,50.13,5717.02,1.19,3268.32
1/8/21,DOC,1.00,2739.01,2.39,6543.87,33.84,3859.43,1.33,3637.85
1/9/21,SPM,1.73,4319.14,1.04,2598.10,50.54,5250.07,1.15,2868.79
1/9/21,DOC,0.99,2479.68,0.99,2463.89,26.08,2709.61,1.32,3301.74
1/10/21,SPM,1.72,4276.01,1.08,2690.21,51.21,5301.19,1.15,2854.57
1/10/21,DOC,0.99,2455.34,0.99,2460.44,34.64,3585.80,1.32,3289.48
1/11/21,SPM,1.71,4253.32,1.07,2659.65,50.28,5210.84,1.15,2859.22
1/11/21,DOC,0.98,2442.74,0.99,2461.57,31.20,3233.53,1.32,3293.50
1/12/21,SPM,1.70,3865.93,2.78,6318.04,50.73,4809.98,1.11,2529.70
1/12/21,DOC,0.98,2220.65,1.04,2377.54,34.21,3243.92,1.32,3003.40
1/13/21,SPM,1.69,3886.66,2.44,5626.01,49.14,4715.28,1.12,2571.30
1/13/21,DOC,0.97,2232.96,1.04,2388.64,42.45,4073.05,1.32,3040.72
1/14/21,SPM,1.68,3850.25,2.52,5780.64,48.34,4625.45,1.12,2561.51
1/14/21,DOC,0.96,2212.44,1.04,2386.04,55.77,5336.83,1.32,3031.95
1/15/21,SPM,1.67,4935.66,1.32,3906.13,48.91,6039.12,1.23,3659.09
1/15/21,DOC,0.96,2836.67,0.99,2932.96,37.17,4589.32,1.33,3952.72
1/16/21,SPM,1.65,5863.39,2.41,8559.19,48.94,7227.25,1.34,4744.23
1/16/21,DOC,0.95,3370.49,1.95,6903.68,36.83,5439.71,1.35,4769.01
1/17/21,SPM,1.64,5593.38,3.05,10398.69,47.97,6803.22,1.31,4471.05
1/17/21,DOC,0.94,3215.89,1.25,4257.82,41.74,5920.31,1.34,4570.57
1/18/21,SPM,1.63,21268.53,1.02,13273.45,47.84,25974.77,3.04,39553.18
1/18/21,DOC,0.94,12230.58,0.89,11588.44,50.39,27361.46,1.54,20038.83
1/19/21,SPM,1.62,18576.21,3.04,34835.34,47.65,22753.86,2.75,31563.42
1/19/21,DOC,0.93,10684.43,1.04,11918.78,52.45,25048.63,1.51,17257.81
1/20/21,SPM,1.61,14988.19,1.19,11074.03,47.79,18539.39,2.37,22064.20
1/20/21,DOC,0.93,8622.42,1.26,11724.41,42.84,16619.11,1.46,13615.52
1/21/21,SPM,1.60,12414.10,0.93,7219.81,48.80,15789.85,2.09,16256.41
1/21/21,DOC,0.92,7143.02,0.97,7519.85,34.79,11256.60,1.43,11112.77
1/22/21,SPM,1.59,10856.16,2.75,18840.33,50.21,14306.42,1.93,13182.60
1/22/21,DOC,0.91,6247.86,1.01,6876.69,24.24,6908.36,1.41,9658.00
1/23/21,SPM,1.58,9411.21,2.29,13645.85,49.32,12268.74,1.77,10581.77
1/23/21,DOC,0.91,5417.38,2.86,17084.59,26.84,6676.65,1.39,8326.73
1/24/21,SPM,1.57,8070.90,0.76,3920.44,48.33,10384.16,1.63,8388.93
1/24/21,DOC,0.90,4646.82,1.10,5657.74,19.11,4106.73,1.38,7106.72
